# vendor/ollama/bin/ollama serve
time=2026-08-18T23:22:44.943+03:00 level=INFO source=routes.go:1933 msg="server config" env="map[CUDA_VISIBLE_DEVICES: GGML_VK_VISIBLE_DEVICES: GPU_DEVICE_ORDINAL: HIP_VISIBLE_DEVICES: HSA_OVERRIDE_GFX_VERSION: HTTPS_PROXY:http://127.0.0.1:12334 HTTP_PROXY:http://127.0.0.1:12334 LLAMA_ARG_FIT: LLAMA_ARG_FIT_TARGET: NO_PROXY: OLLAMA_CONTEXT_LENGTH:0 OLLAMA_DEBUG:INFO OLLAMA_DEBUG_LOG_REQUESTS:false OLLAMA_EDITOR: OLLAMA_FLASH_ATTENTION:false OLLAMA_GO_TEMPLATE:true OLLAMA_GPU_OVERHEAD:0 OLLAMA_HOST:http://127.0.0.1:11434 OLLAMA_IGPU_ENABLE: OLLAMA_KEEP_ALIVE:5m0s OLLAMA_KV_CACHE_TYPE: OLLAMA_LLM_LIBRARY: OLLAMA_LOAD_TIMEOUT:5m0s OLLAMA_MAX_LOADED_MODELS:0 OLLAMA_MAX_QUEUE:512 OLLAMA_MAX_TRANSFER_STREAMS:4 OLLAMA_MODELS:/home/sergey/.ollama/models OLLAMA_NOHISTORY:false OLLAMA_NOPRUNE:false OLLAMA_NO_CLOUD:false OLLAMA_NUM_PARALLEL:1 OLLAMA_ORIGINS:[http://localhost https://localhost http://localhost:* https://localhost:* http://127.0.0.1 https://127.0.0.1 http://127.0.0.1:* https://127.0.0.1:* http://0.0.0.0 https://0.0.0.0 http://0.0.0.0:* https://0.0.0.0:* app://* file://* tauri://* vscode-webview://* vscode-file://*] OLLAMA_REMOTES:[ollama.com] OLLAMA_SCHED_SPREAD:false OLLAMA_VULKAN:true ROCR_VISIBLE_DEVICES: http_proxy:http://127.0.0.1:12334 https_proxy:http://127.0.0.1:12334 no_proxy:]"
time=2026-08-18T23:22:44.943+03:00 level=INFO source=routes.go:1935 msg="Ollama cloud disabled: false"
time=2026-08-18T23:22:44.945+03:00 level=INFO source=images.go:912 msg="total blobs: 0"
time=2026-08-18T23:22:44.945+03:00 level=INFO source=images.go:919 msg="total unused blobs removed: 0"
time=2026-08-18T23:22:44.946+03:00 level=INFO source=routes.go:1990 msg="Listening on 127.0.0.1:11434 (version 0.32.14)"
time=2026-08-18T23:22:44.946+03:00 level=INFO source=model_list_cache.go:112 msg="model list cache hydration complete" models=0 failures=0 elapsed=387.502µs
time=2026-08-18T23:22:44.946+03:00 level=INFO source=runner.go:60 msg="discovering available GPUs..."
time=2026-08-18T23:22:45.293+03:00 level=INFO source=model_recommendations.go:177 msg="model recommendations cache sleep scheduled" wait=3h18m35.932611361s consecutive_failures=0
time=2026-08-18T23:22:48.152+03:00 level=INFO source=types.go:32 msg="inference compute" id=0 filter_id=0 library=CUDA compute=7.5 name=CUDA0 description="NVIDIA GeForce GTX 1650 SUPER" libdirs=ollama,cuda_v13 driver=13.1 pci_id=0000:01:00.0 type=discrete total="4.0 GiB" available="3.2 GiB"
time=2026-08-18T23:22:48.152+03:00 level=INFO source=routes.go:2040 msg="vram-based default context" total_vram="4.0 GiB" default_num_ctx=4096
[GIN] 2026/08/18 - 23:22:48 | 404 |     523.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:40 | 404 |       285.7µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:40 | 404 |     290.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:41 | 404 |     310.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:41 | 404 |       298.2µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:41 | 404 |       277.2µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:41 | 404 |       298.9µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:42 | 404 |     762.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:42 | 404 |     457.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:42 | 404 |     580.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:42 | 404 |     706.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:43 | 404 |     321.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:43 | 404 |     421.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:43 | 404 |     760.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:43 | 404 |     517.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:44 | 404 |     325.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:44 | 404 |       336.8µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:44 | 404 |     368.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:44 | 404 |     304.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:45 | 404 |     404.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:45 | 404 |     693.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:45 | 404 |     308.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:45 | 404 |     353.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:46 | 404 |     349.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:46 | 404 |     361.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:46 | 404 |     349.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:46 | 404 |     387.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:47 | 404 |       259.9µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:47 | 404 |     732.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:47 | 404 |     363.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:47 | 404 |     310.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:48 | 404 |     294.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:48 | 404 |     485.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:48 | 404 |     335.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:48 | 404 |     310.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:49 | 404 |     315.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:49 | 404 |     340.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:49 | 404 |         324µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:49 | 404 |     328.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:50 | 404 |     426.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:50 | 404 |     312.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:50 | 404 |     336.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:50 | 404 |     399.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:51 | 404 |     350.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:51 | 404 |     691.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:51 | 404 |       342.7µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:51 | 404 |     300.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:52 | 404 |     585.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:52 | 404 |     396.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:52 | 404 |     367.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:53 | 404 |     490.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:53 | 404 |     356.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:53 | 404 |     730.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:53 | 404 |     335.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:54 | 404 |     429.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:54 | 404 |     497.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:54 | 404 |     348.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:54 | 404 |         298µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:55 | 404 |     412.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:55 | 404 |     279.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:55 | 404 |       354.1µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:55 | 404 |     321.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:56 | 404 |     315.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:56 | 404 |     323.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:56 | 404 |       327.7µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:56 | 404 |     372.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:57 | 404 |     306.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:57 | 404 |     546.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:57 | 404 |     317.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:57 | 404 |    1.145303ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:58 | 404 |     525.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:58 | 404 |         288µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:58 | 404 |     344.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:58 | 404 |     362.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:59 | 404 |     398.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:59 | 404 |     316.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:59 | 404 |     363.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:33:59 | 404 |     321.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:00 | 404 |     332.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:00 | 404 |     327.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:00 | 404 |     334.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:00 | 404 |     335.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:01 | 404 |     331.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:01 | 404 |     480.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:01 | 404 |     334.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:01 | 404 |     351.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:02 | 404 |     424.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:02 | 404 |     328.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:02 | 404 |     295.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:02 | 404 |     496.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:03 | 404 |     313.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:03 | 404 |     357.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:03 | 404 |     307.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:03 | 404 |     365.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:04 | 404 |       317.6µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:04 | 404 |     320.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:04 | 404 |       342.6µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:04 | 404 |     286.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:05 | 404 |     803.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:05 | 404 |     360.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:05 | 404 |     540.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:06 | 404 |     301.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:06 | 404 |     281.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:06 | 404 |     330.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:06 | 404 |     805.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:07 | 404 |     388.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:07 | 404 |     736.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:07 | 404 |     344.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:07 | 404 |     466.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:08 | 404 |     307.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:08 | 404 |     327.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:08 | 404 |     328.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:08 | 404 |     345.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:09 | 404 |     291.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:09 | 404 |     410.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:09 | 404 |       317.6µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:09 | 404 |     423.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:10 | 404 |     531.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:10 | 404 |     319.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:10 | 404 |     339.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:10 | 404 |       289.4µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:11 | 404 |       283.7µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:11 | 404 |     331.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:11 | 404 |     323.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:11 | 404 |     362.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:12 | 404 |     303.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:12 | 404 |     355.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:12 | 404 |     448.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:12 | 404 |    1.015503ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:13 | 404 |     378.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:13 | 404 |     426.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:13 | 404 |     367.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:13 | 404 |       254.7µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:14 | 404 |     390.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:14 | 404 |     333.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:14 | 404 |     341.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:14 | 404 |     314.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:15 | 404 |     325.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:15 | 404 |     317.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:15 | 404 |     634.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:15 | 404 |     237.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:16 | 404 |     270.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:16 | 404 |     528.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:16 | 404 |     315.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:16 | 404 |     272.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:17 | 404 |     544.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:17 | 404 |     304.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:17 | 404 |     447.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:17 | 404 |     381.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:18 | 404 |     269.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:18 | 404 |     322.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:18 | 404 |     367.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:19 | 404 |     288.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:19 | 404 |     365.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:19 | 404 |     558.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:19 | 404 |     325.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:20 | 404 |     324.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:20 | 404 |     351.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:20 | 404 |     525.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:20 | 404 |     360.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:21 | 404 |     849.804µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:21 | 404 |     327.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:21 | 404 |     332.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:21 | 404 |     568.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:22 | 404 |     309.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:22 | 404 |     368.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:22 | 404 |     543.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:22 | 404 |     278.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:23 | 404 |     287.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:23 | 404 |     404.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:23 | 404 |     400.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:23 | 404 |     633.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:24 | 404 |     290.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:24 | 404 |     361.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:24 | 404 |     313.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:24 | 404 |     306.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:25 | 404 |     345.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:25 | 404 |     352.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:25 | 404 |     294.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:25 | 404 |     397.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:26 | 404 |     485.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:26 | 404 |     417.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:26 | 404 |     578.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:26 | 404 |     423.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:27 | 404 |     364.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:27 | 404 |     310.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:27 | 404 |     304.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:27 | 404 |     412.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:28 | 404 |     355.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:28 | 404 |     301.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:28 | 404 |     287.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:28 | 404 |     418.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:29 | 404 |     366.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:29 | 404 |     388.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:29 | 404 |     310.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:29 | 404 |     300.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:30 | 404 |     308.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:30 | 404 |       272.1µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:30 | 404 |     528.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:30 | 404 |     275.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:31 | 404 |     366.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:31 | 404 |     339.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:31 | 404 |     309.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:31 | 404 |     283.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:32 | 404 |     358.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:32 | 404 |     280.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:32 | 404 |     444.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:33 | 404 |     303.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:33 | 404 |     689.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:33 | 404 |     454.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:33 | 404 |     290.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:34 | 404 |     347.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:34 | 404 |     431.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:34 | 404 |     517.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:34 | 404 |     370.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:35 | 404 |     436.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:35 | 404 |     324.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:35 | 404 |     336.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:35 | 404 |     278.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:36 | 404 |     303.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:36 | 404 |     331.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:36 | 404 |     320.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:36 | 404 |     429.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:37 | 404 |     296.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:34:37 | 404 |       311.7µs |       127.0.0.1 | POST     "/v1/completions"
